Date,CCY,Weight,Buy,Sell,,,,
20190123,新台幣(TWD),1公克,1266,1281,,,,
20190124,新台幣(TWD),1公克,1262,1277,,,,
20190125,新台幣(TWD),1公克,1264,1279,,,,
20190128,新台幣(TWD),1公克,1278,1294,,,,
20190129,新台幣(TWD),1公克,1284,1300,,,,
20190130,新台幣(TWD),1公克,1289,1305,,,,
20190131,新台幣(TWD),1公克,1294,1310,,,,
20190201,新台幣(TWD),1公克,1292,1308,,,,
20190211,新台幣(TWD),1公克,1288,1304,,,,
20190212,新台幣(TWD),1公克,1291,1307,,,,
20190213,新台幣(TWD),1公克,1291,1307,,,,
20190214,新台幣(TWD),1公克,1286,1302,,,,
20190215,新台幣(TWD),1公克,1293,1309,,,,
20190218,新台幣(TWD),1公克,1301,1317,,,,
20190219,新台幣(TWD),1公克,1303,1319,,,,
20190220,新台幣(TWD),1公克,1319,1335,,,,
20190221,新台幣(TWD),1公克,1316,1332,,,,
20190222,新台幣(TWD),1公克,1304,1320,,,,
20190223,新台幣(TWD),1公克,1304,1320,,,,
20190225,新台幣(TWD),1公克,1306,1322,,,,
20190226,新台幣(TWD),1公克,1304,1320,,,,
20190227,新台幣(TWD),1公克,1303,1319,,,,
20190304,新台幣(TWD),1公克,1273,1289,,,,
20190305,新台幣(TWD),1公克,1266,1281,,,,
20190306,新台幣(TWD),1公克,1270,1286,,,,
20190307,新台幣(TWD),1公克,1265,1280,,,,
20190308,新台幣(TWD),1公克,1276,1292,,,,
20190311,新台幣(TWD),1公克,1280,1296,,,,
20190312,新台幣(TWD),1公克,1278,1294,,,,
20190313,新台幣(TWD),1公克,1287,1303,,,,
20190314,新台幣(TWD),1公克,1284,1300,,,,
20190315,新台幣(TWD),1公克,1283,1299,,,,
20190318,新台幣(TWD),1公克,1283,1299,,,,
20190319,新台幣(TWD),1公克,1284,1300,,,,
